CustomerKey,GeographyKey,CustomerAlternateKey,Full_Name,BirthDate,Gender,EmailAddress,AddressLine1,Phone,City,StateProvinceName,Country
11178,334,AW00011178,Nathan Johnson,1954-08-20,Male,nathan55@adventure-works.com,8927 Daylight Place,117-555-0182,Lakewood,California,United States
11179,300,AW00011179,Molly Rodriguez,1959-12-08,Female,molly18@adventure-works.com,5556 Riverland Dr.,135-555-0185,Beverly Hills,California,United States
11180,307,AW00011180,April Anand,1948-07-01,Female,april18@adventure-works.com,3531 Brookview Drive,702-555-0144,Chula Vista,California,United States
11181,338,AW00011181,Devin Martin,1960-02-01,Male,devin13@adventure-works.com,1085 Greenbelt Way,735-555-0197,Los Angeles,California,United States
11182,638,AW00011182,Stephanie Torres,1950-02-22,Female,stephanie19@adventure-works.com,6968 Mildred Ln.,567-555-0176,Sedro Woolley,Washington,United States
11183,368,AW00011183,Jasmine Lee,1950-01-12,Female,jasmine19@adventure-works.com,7502 Contuti Avenue,147-555-0199,Santa Cruz,California,United States
11184,311,AW00011184,Meghan Hernandez,1955-11-13,Female,meghan3@adventure-works.com,5872 L St.,967-555-0188,Concord,California,United States
11185,53,AW00011185,Ashley Henderson,1950-04-07,Female,ashley31@adventure-works.com,8834 San Jose Ave.,173-555-0121,Metchosin,British Columbia,Canada
11186,352,AW00011186,Sarah Price,1949-11-18,Female,sarah25@adventure-works.com,4815 Paraiso Ct.,180-555-0133,Palo Alto,California,United States
11187,612,AW00011187,Jennifer Cooper,1949-08-21,Female,jennifer63@adventure-works.com,2429 Longview Road,857-555-0111,Burien,Washington,United States
11188,361,AW00011188,Catherine Morris,1950-03-06,Female,catherine16@adventure-works.com,6542 Stonewood Drive,795-555-0117,San Gabriel,California,United States
11189,609,AW00011189,Lawrence Blanco,1950-01-12,Male,lawrence14@adventure-works.com,7502 Contuti Avenue,656-555-0171,Bellingham,Washington,United States
11190,300,AW00011190,Carson Bryant,1949-12-20,Male,carson17@adventure-works.com,2995 Youngsdale Dr.,240-555-0142,Beverly Hills,California,United States
11191,310,AW00011191,Kristi Perez,1951-06-17,Female,kristi39@adventure-works.com,1769 Lislin Ct,123-555-0181,Colma,California,United States
11192,637,AW00011192,James Brown,1951-03-13,Male,james79@adventure-works.com,673 Old Mountain View Dr.,725-555-0117,Seattle,Washington,United States
11193,553,AW00011193,Ian Gray,1950-08-13,Male,ian72@adventure-works.com,5941 Gill Dr.,596-555-0190,Woodburn,Oregon,United States
11194,352,AW00011194,Jacqueline Price,1950-12-08,Female,jacqueline0@adventure-works.com,872 Mark Twain Dr,266-555-0112,Palo Alto,California,United States
11195,635,AW00011195,Megan Henderson,1951-08-10,Female,megan55@adventure-works.com,8411 Mt. Olivet Place,560-555-0150,Renton,Washington,United States
11196,536,AW00011196,Alfredo Romero,1951-12-05,Male,alfredo10@adventure-works.com,2499 Greendell Pl,342-555-0110,Beaverton,Oregon,United States
11197,637,AW00011197,Andrea Morris,1951-12-16,Female,andrea18@adventure-works.com,1883 Green View Court,715-555-0178,Seattle,Washington,United States
11198,368,AW00011198,Brooke Sanders,1952-05-25,Female,brooke3@adventure-works.com,5192 Dumbarton Drive,215-555-0156,Santa Cruz,California,United States
11199,302,AW00011199,Jacqueline Bennett,1957-11-02,Female,jacqueline1@adventure-works.com,8948 Chinquapin Court,413-555-0174,Burlingame,California,United States
11200,69,AW00011200,Jason Griffin,1953-05-21,Male,jason18@adventure-works.com,7239 Nicholas Drive,232-555-0160,Victoria,British Columbia,Canada
11201,369,AW00011201,Amanda Foster,1953-02-14,Female,amanda37@adventure-works.com,3984 San Francisco,505-555-0159,Santa Monica,California,United States
11202,334,AW00011202,Alexia Price,1958-08-22,Female,alexia0@adventure-works.com,2079 Wellington Ct,552-555-0118,Lakewood,California,United States
11203,60,AW00011203,Luis Diaz,1959-08-18,Male,luis21@adventure-works.com,3682 Diablo View Road,171-555-0126,Port Hammond,British Columbia,Canada
11204,536,AW00011204,Destiny Rivera,1953-11-29,Female,destiny33@adventure-works.com,6965 Appalachian Drive,743-555-0111,Beaverton,Oregon,United States
11205,612,AW00011205,Abby Fernandez,1954-01-21,Female,abby13@adventure-works.com,8330 Glenside Court,134-555-0119,Burien,Washington,United States
11206,626,AW00011206,Blake Flores,1954-03-24,Male,blake60@adventure-works.com,9410 Ferry St.,975-555-0163,Lynnwood,Washington,United States
11207,635,AW00011207,Danielle Cox,1954-01-16,Female,danielle12@adventure-works.com,2346 Wren Ave,396-555-0158,Renton,Washington,United States
11208,325,AW00011208,Maria Reed,1953-08-03,Female,maria4@adventure-works.com,1413 Bridgeview St,156-555-0163,Glendale,California,United States
11209,336,AW00011209,Allison Evans,1953-07-12,Female,allison21@adventure-works.com,3515 Sutton Circle,988-555-0151,Lincoln Acres,California,United States
11210,383,AW00011210,Edward Wood,1953-12-06,Male,edward50@adventure-works.com,1039 Adelaide St.,229-555-0114,West Covina,California,United States
11211,50,AW00011211,Samantha Russell,1960-10-08,Female,samantha42@adventure-works.com,9256 Village Oaks Dr.,547-555-0121,Haney,British Columbia,Canada
11212,53,AW00011212,Chloe Campbell,1955-05-05,Female,chloe4@adventure-works.com,3562 East Ave.,205-555-0169,Metchosin,British Columbia,Canada
11213,614,AW00011213,Stephanie Murphy,1954-11-11,Female,stephanie11@adventure-works.com,5514 Grant Street,293-555-0151,Edmonds,Washington,United States
11214,545,AW00011214,Charles Miller,1955-05-07,Male,charles9@adventure-works.com,2719 Little Dr,389-555-0115,Milwaukie,Oregon,United States
11215,62,AW00011215,Ana Perry,1961-06-17,Female,ana7@adventure-works.com,3114 Arlington Way,446-555-0134,Royal Oak,British Columbia,Canada
11216,547,AW00011216,Jasmine Torres,1955-11-17,Female,jasmine32@adventure-works.com,8328 San Francisco,939-555-0130,Portland,Oregon,United States
11217,547,AW00011217,Natalie Adams,1955-08-11,Female,natalie58@adventure-works.com,6592 Bent Tree Lane,300-555-0150,Portland,Oregon,United States
11218,642,AW00011218,Olivia Brown,1961-09-07,Female,olivia4@adventure-works.com,3964 Stony Hill Circle,414-555-0147,Tacoma,Washington,United States
11219,553,AW00011219,Charles Cook,1956-05-31,Male,charles69@adventure-works.com,6871 Bel Air Dr.,755-555-0111,Woodburn,Oregon,United States
11220,310,AW00011220,Erica Huang,1961-02-19,Female,erica5@adventure-works.com,9142 All Ways Drive,618-555-0157,Colma,California,United States
11221,334,AW00011221,Nathan Perry,1955-12-08,Male,nathan3@adventure-works.com,9714 Nicholas Drive,271-555-0191,Lakewood,California,United States
11222,369,AW00011222,Alexandra Rivera,1956-02-14,Female,alexandra11@adventure-works.com,4999 Corte Segunda,488-555-0143,Santa Monica,California,United States
11223,52,AW00011223,Hailey Patterson,1957-03-15,Female,hailey30@adventure-works.com,5045 Vancouver Way,480-555-0126,Langley,British Columbia,Canada
11224,612,AW00011224,Tiffany Li,1957-03-05,Female,tiffany3@adventure-works.com,6404 Del Mar Ave,197-555-0118,Burien,Washington,United States
11225,635,AW00011225,Madison Lee,1962-02-12,Female,madison22@adventure-works.com,5927 Seaview Avenue,471-555-0142,Renton,Washington,United States
11226,552,AW00011226,Sydney Ross,1962-09-23,Female,sydney26@adventure-works.com,5252 Santa Fe,219-555-0146,W. Linn,Oregon,United States
11227,310,AW00011227,Marshall Chavez,1962-08-08,Male,marshall35@adventure-works.com,9022 Estudillo Street,712-555-0116,Colma,California,United States
11228,316,AW00011228,Ashley Jones,1956-10-16,Female,ashley3@adventure-works.com,7681 Willow Pass Road,996-555-0169,El Cajon,California,United States
11229,355,AW00011229,Adrian Stewart,1957-06-01,Male,adrian21@adventure-works.com,6898 Shaw Rd.,812-555-0122,Redwood City,California,United States
11230,369,AW00011230,Amber Turner,1956-09-30,Female,amber4@adventure-works.com,6345 Ridge Circle,155-555-0131,Santa Monica,California,United States
11231,611,AW00011231,Dennis Zhang,1963-11-11,Male,dennis1@adventure-works.com,3951 Calle Verde Drive,710-555-0134,Bremerton,Washington,United States
11232,616,AW00011232,Hailey Bryant,1958-03-27,Female,hailey38@adventure-works.com,2828 Rogers Ave.,156-555-0195,Everett,Washington,United States
11233,299,AW00011233,Todd Li,1963-09-06,Male,todd5@adventure-works.com,5897 Scottsdale Rd.,680-555-0147,Berkeley,California,United States
11234,337,AW00011234,Anna Griffin,1958-05-19,Female,anna46@adventure-works.com,7221 Peachwillow Street,965-555-0146,Long Beach,California,United States
11235,607,AW00011235,Angel Stewart,1957-08-07,Male,angel24@adventure-works.com,2585 La Salle Ct.,540-555-0122,Ballard,Washington,United States
11236,609,AW00011236,Jeremy Butler,1957-09-02,Male,jeremy29@adventure-works.com,8811 The Trees Dr.,980-555-0117,Bellingham,Washington,United States
11237,161,AW00011237,Clarence Anand,1964-03-22,Male,clarence36@adventure-works.com,Welt Platz 6,1 (11) 500 555-0191,Solingen,Nordrhein-Westfalen,Germany
11238,232,AW00011238,Mayra Prasad,1964-02-07,Female,mayra9@adventure-works.com,1119 Elderwood Dr.,1 (11) 500 555-0116,Birmingham,England,United Kingdom
11239,249,AW00011239,Latoya Goel,1969-10-02,Female,latoya18@adventure-works.com,8154 Pheasant Circle,1 (11) 500 555-0149,London,England,United Kingdom
11240,273,AW00011240,Anne Hernandez,1964-06-09,Female,anne4@adventure-works.com,76 Woodcrest Dr.,1 (11) 500 555-0119,Watford,England,United Kingdom
11241,211,AW00011241,Lisa Cai,1974-04-06,Female,lisa24@adventure-works.com,"102, rue de Berri",1 (11) 500 555-0125,Les Ulis,Essonne,France
11242,209,AW00011242,Larry Munoz,1963-05-11,Male,larry9@adventure-works.com,Midi-Couleurs,1 (11) 500 555-0193,Versailles,Yveline,France
11243,237,AW00011243,Robin Alvarez,1963-04-08,Female,robin2@adventure-works.com,4086 Emmons Canyon Lane,1 (11) 500 555-0198,Esher-Molesey,England,United Kingdom
11244,267,AW00011244,Alexis Coleman,1968-11-22,Female,alexis28@adventure-works.com,7140 Camelback Road,1 (11) 500 555-0115,Runcorn,England,United Kingdom
11245,132,AW00011245,Ricky Vazquez,1962-04-26,Male,ricky15@adventure-works.com,Roßstr 9928,1 (11) 500 555-0147,Hamburg,Hessen,Germany
11246,147,AW00011246,Latasha Rubio,1962-04-08,Female,latasha21@adventure-works.com,Alderstr 7690,1 (11) 500 555-0178,Hamburg,Hamburg,Germany
11247,242,AW00011247,Claudia Zhou,1961-12-04,Female,claudia7@adventure-works.com,6516 Beauer Lane,1 (11) 500 555-0116,Lancaster,England,United Kingdom
11248,223,AW00011248,Tristan Alexander,1966-03-22,Male,tristan19@adventure-works.com,"88, avenue des Champs-Elysées",1 (11) 500 555-0124,Saint-Denis,Seine Saint Denis,France
11249,178,AW00011249,Cindy Patel,1966-07-09,Female,cindy3@adventure-works.com,Essener Straße 123,1 (11) 500 555-0149,Sulzbach Taunus,Saarland,Germany
11250,276,AW00011250,Shannon Liu,1966-03-08,Female,shannon4@adventure-works.com,4185 Keywood Ct.,1 (11) 500 555-0119,Woolston,England,United Kingdom
11251,50,AW00011251,Xavier Long,1938-01-01,Male,xavier51@adventure-works.com,9245 Dantley Way,243-555-0114,Haney,British Columbia,Canada
11252,335,AW00011252,Nicholas Thompson,1937-12-05,Male,nicholas16@adventure-works.com,504 O St.,377-555-0147,Lemon Grove,California,United States
11253,69,AW00011253,José Hernandez,1949-08-24,Male,josé54@adventure-works.com,5703 Donald Dr.,712-555-0130,Victoria,British Columbia,Canada
11254,612,AW00011254,Johnathan Vance,1938-08-31,Male,johnathan5@adventure-works.com,9430 Versailles Pl,494-555-0166,Burien,Washington,United States
11255,612,AW00011255,Colin Lin,1938-10-02,Male,colin8@adventure-works.com,6083 San Jose,599-555-0132,Burien,Washington,United States
11256,626,AW00011256,Katelyn Hernandez,1939-03-20,Female,katelyn42@adventure-works.com,7496 Deerfield Dr.,249-555-0116,Lynnwood,Washington,United States
11257,345,AW00011257,Jacqueline Powell,1938-07-06,Female,jacqueline9@adventure-works.com,4076 Northwood Dr,796-555-0111,Newport Beach,California,United States
11258,352,AW00011258,Xavier Hill,1938-12-26,Male,xavier26@adventure-works.com,2707 Virgil Street,559-555-0149,Palo Alto,California,United States
11259,548,AW00011259,Victoria Stewart,1970-09-24,Female,victoria24@adventure-works.com,3623 Barquentine Court,230-555-0139,Salem,Oregon,United States
11260,302,AW00011260,Katelyn Kelly,1976-04-08,Female,katelyn1@adventure-works.com,7085 Solano Drive,507-555-0132,Burlingame,California,United States
11261,359,AW00011261,Stephanie Collins,1970-10-22,Female,stephanie52@adventure-works.com,2868 Central Avenue,209-555-0173,San Diego,California,United States
11262,60,AW00011262,Jennifer Simmons,1975-05-01,Female,jennifer88@adventure-works.com,7959 Mt. Wilson Way,148-555-0115,Port Hammond,British Columbia,Canada
11263,612,AW00011263,Trinity Richardson,1970-03-11,Female,trinity9@adventure-works.com,3063 Blue Jay Drive,111-555-0116,Burien,Washington,United States
11264,618,AW00011264,Eduardo Martin,1969-12-15,Male,eduardo13@adventure-works.com,5137 Pheasant Court,342-555-0195,Issaquah,Washington,United States
11265,623,AW00011265,Elizabeth Jones,1970-01-10,Female,elizabeth7@adventure-works.com,2253 Firestone Dr.,941-555-0110,Kirkland,Washington,United States
11266,632,AW00011266,Taylor Howard,1969-11-02,Female,taylor14@adventure-works.com,7396 Stratton Circle,162-555-0131,Port Orchard,Washington,United States
11267,302,AW00011267,David Diaz,1975-09-29,Male,david55@adventure-works.com,2075 Browse Ct,613-555-0119,Burlingame,California,United States
11268,312,AW00011268,Katelyn Carter,1969-10-31,Female,katelyn33@adventure-works.com,3050 Monte Cresta Avenue,103-555-0195,Coronado,California,United States
11269,314,AW00011269,Ryan Foster,1975-10-10,Male,ryan19@adventure-works.com,5376 Sahara Drive,961-555-0133,Daly City,California,United States
11270,334,AW00011270,Robert Lee,1975-05-01,Male,robert82@adventure-works.com,5461 Camino Verde Ct.,447-555-0174,Lakewood,California,United States
11271,360,AW00011271,Danielle Reed,1969-12-03,Female,danielle23@adventure-works.com,6683 Carrick Ct,136-555-0114,San Francisco,California,United States
11272,300,AW00011272,Lauren Martinez,1962-05-10,Female,lauren35@adventure-works.com,4357 Tosca Way,977-555-0117,Beverly Hills,California,United States
11273,331,AW00011273,Nathan Lal,1962-03-31,Male,nathan26@adventure-works.com,7064 Cypress Ave,147-555-0121,La Jolla,California,United States
11274,609,AW00011274,Kyle Foster,1939-10-10,Male,kyle11@adventure-works.com,5617 Landing Dr,846-555-0126,Bellingham,Washington,United States
11275,310,AW00011275,Jenny Rai,1939-07-18,Female,jenny40@adventure-works.com,1440 Willow Pass Dr.,780-555-0119,Colma,California,United States
11276,49,AW00011276,Nancy Chapman,1974-09-15,Female,nancy7@adventure-works.com,1480 Shoenic,909-555-0129,Cliffside,British Columbia,Canada
11277,62,AW00011277,Charles Jackson,1968-12-07,Male,charles15@adventure-works.com,3400 Folson Drive,194-555-0175,Royal Oak,British Columbia,Canada
11278,614,AW00011278,Jonathan Phillips,1969-02-16,Male,jonathan35@adventure-works.com,8772 Rock Creek Way,967-555-0176,Edmonds,Washington,United States
11279,616,AW00011279,Amanda Cook,1974-09-08,Female,amanda3@adventure-works.com,9187 Vista Del Sol,252-555-0177,Everett,Washington,United States
11280,626,AW00011280,Robert Collins,1969-02-17,Male,robert45@adventure-works.com,5271 Sierra Road,966-555-0171,Lynnwood,Washington,United States
11281,301,AW00011281,Megan Barnes,1974-10-06,Female,megan53@adventure-works.com,40 Ellis St.,807-555-0156,Burbank,California,United States
11282,612,AW00011282,Christian Thomas,1967-07-16,Male,christian46@adventure-works.com,5205 Coralie Drive,692-555-0172,Burien,Washington,United States
11283,299,AW00011283,Arturo Lal,1968-04-24,Male,arturo33@adventure-works.com,4593 Mendouno Dr.,638-555-0164,Berkeley,California,United States
11284,307,AW00011284,Theresa Serrano,1967-09-24,Female,theresa12@adventure-works.com,9007 S Royal Links Circle,777-555-0162,Chula Vista,California,United States
11285,322,AW00011285,Jeremy Anderson,1973-03-15,Male,jeremy2@adventure-works.com,7655 Greer Ave,940-555-0176,Fremont,California,United States
11286,374,AW00011286,Hunter Griffin,1967-08-31,Male,hunter16@adventure-works.com,4079 Redbird Lane,410-555-0148,Torrance,California,United States
11287,49,AW00011287,Henry Garcia,1966-07-16,Male,henry16@adventure-works.com,3268 Hazelwood Lane,282-555-0185,Cliffside,British Columbia,Canada
11288,301,AW00011288,Cindy Sanchez,1978-03-12,Female,cindy19@adventure-works.com,7062 Starflower Drive,198-555-0118,Burbank,California,United States
11289,315,AW00011289,Maria Carter,1972-03-03,Female,maria53@adventure-works.com,8603 Elmhurst Lane,239-555-0158,Downey,California,United States
11290,334,AW00011290,Katelyn Sanchez,1972-08-14,Female,katelyn26@adventure-works.com,8869 Climbing Vine Court,395-555-0150,Lakewood,California,United States
11291,335,AW00011291,Jenna Wright,1972-05-01,Female,jenna19@adventure-works.com,232 Pinnacle Drive,118-555-0191,Lemon Grove,California,United States
11292,361,AW00011292,Seth Phillips,1967-05-05,Male,seth42@adventure-works.com,4361 Loftus Road,980-555-0196,San Gabriel,California,United States
11293,632,AW00011293,Luke Long,1960-11-23,Male,luke28@adventure-works.com,3177 Dover Way,786-555-0117,Port Orchard,Washington,United States
11294,618,AW00011294,Dalton Clark,1961-03-02,Male,dalton18@adventure-works.com,4381 Amazonas,388-555-0195,Issaquah,Washington,United States
11295,311,AW00011295,Taylor Lewis,1959-11-13,Female,taylor67@adventure-works.com,8827 Ward Court,291-555-0174,Concord,California,United States
11296,616,AW00011296,Haley Richardson,1941-04-05,Female,haley10@adventure-works.com,6203 Laurel Drive,620-555-0129,Everett,Washington,United States
11297,301,AW00011297,Noah Coleman,1940-08-01,Male,noah2@adventure-works.com,5562 Galindo Street,847-555-0167,Burbank,California,United States
11298,307,AW00011298,Jon Luo,1940-08-30,Male,jon46@adventure-works.com,3560 River Rock Lane,127-555-0189,Chula Vista,California,United States
11299,301,AW00011299,Orlando Vazquez,1941-09-29,Male,orlando14@adventure-works.com,8547 Catherine Way,757-555-0143,Burbank,California,United States
11300,54,AW00011300,Fernando Barnes,1965-08-31,Male,fernando47@adventure-works.com,7633 Greenhills Circle,469-555-0125,N. Vancouver,British Columbia,Canada
11301,607,AW00011301,Cameron Rodriguez,1965-12-07,Male,cameron38@adventure-works.com,1217 Mariposa,727-555-0119,Ballard,Washington,United States
11302,539,AW00011302,Spencer Russell,1971-12-09,Male,spencer22@adventure-works.com,2396 Mink Court,834-555-0131,Corvallis,Oregon,United States
